ID2,Long,Lat,x-error (m),y-error (m),avg-error (m),,
556,-91.346,44.083,39.98,55.66,47.82,,
557,-92,44.7,3956.21,5565.85,4761.03,,
558,-89.7,45.8,3880.32,5565.85,4723.085,,
559,-88.633,45.867,38.76,55.66,47.21,,
560,-89,45.7,3887.28,5565.85,4726.565,,
561,-88.914,45.16,39.25,55.66,47.455,,
562,-88.521,45.044,39.33,55.66,47.495,,
563,-88.9,44.8,3949.37,5565.85,4757.61,,
564,-88.931,44.366,39.79,55.66,47.725,,
565,-88.861,44.349,39.8,55.66,47.73,,
566,-89.371,44.349,39.8,55.66,47.73,,
567,-89.3,44.1,3996.99,5565.85,4781.42,,
568,-89.4,43.1,4063.98,5565.85,4814.915,,
569,-89,42.9,4077.23,5565.85,4821.54,,
570,-77.925,41.917,41.42,55.66,48.54,,
571,-55.55,51.573,34.59,55.66,45.125,,
572,-79.5,45.38,390.95,556.59,473.77,,
573,-79.78,47.23,377.95,556.59,467.27,,
574,-81.73,43.22,405.6,556.59,481.095,,
575,-57.71,49.69,360.07,556.59,458.33,,
576,-78.1,44.1,3996.99,5565.85,4781.42,,
577,-82.76,41.92,414.14,556.59,485.365,,
578,-79.38,45.42,390.67,556.59,473.63,,
579,-79.1,43.82,401.59,556.59,479.09,,
580,-84.93,48.21,370.91,556.59,463.75,,
581,-80.86,44.74,395.35,556.59,475.97,,
582,-57.95,49.67,360.22,556.59,458.405,,
583,-80.2,50.22,356.13,556.59,456.36,,
584,-58.24,48.24,370.69,556.59,463.64,,
585,-80.09,45.05,393.22,556.59,474.905,,
586,-76.7,44.22,398.89,556.59,477.74,,
587,-78.34,44.1,399.7,556.59,478.145,,
588,-92,49.48,361.62,556.59,459.105,,
589,-79.98,44.82,394.8,556.59,475.695,,
590,-79.77,44.17,399.23,556.59,477.91,,
591,-58.8,48.26,370.55,556.59,463.57,,
592,-82.32,42.98,407.19,556.59,481.89,,
593,-116.33,50.75,352.15,556.59,454.37,,
594,-80.4,43.9,4010.48,5565.85,4788.165,,
595,-80.4,43.91,400.98,556.59,478.785,,
596,-93.644,47.136,37.86,55.66,46.76,,
597,-93.683,47.133,37.86,55.66,46.76,,
598,-93.667,47.133,37.86,55.66,46.76,,
599,-119.083,37,44.45,55.66,50.055,,
600,-119.533,37.9,43.92,55.66,49.79,,
601,-119.26,37.196,44.34,55.66,50,,
602,-119.817,37.95,43.89,55.66,49.775,,
603,-93.183,45.425,39.06,55.66,47.36,,
604,-128.8,63.017,25.25,55.66,40.455,,
605,-107.684,37.746,44.01,55.66,49.835,,
606,-107.698,37.738,44.02,55.66,49.84,,
607,-107.8,37.483,44.17,55.66,49.915,,
608,-105.58,39.937,42.68,55.66,49.17,,
609,-107.808,37.613,44.09,55.66,49.875,,
610,-79.616,38.155,43.77,55.66,49.715,,
611,-116.417,51.65,34.53,55.66,45.095,,
612,-105.542,40.083,42.59,55.66,49.125,,
613,-89.675,43.433,40.42,55.66,48.04,,
614,-87.848,44.238,39.88,55.66,47.77,,
615,-68.7547,44.9264,3.94,5.57,4.755,,
616,-110.284,44.49,39.71,55.66,47.685,,
617,-93.692,44.892,39.43,55.66,47.545,,
618,-93.692,44.892,39.43,55.66,47.545,,
619,-92.017,48.108,37.16,55.66,46.41,,
620,-86.433,41.083,41.95,55.66,48.805,,
621,-92.017,48.108,37.16,55.66,46.41,,
622,-92.017,48.108,37.16,55.66,46.41,,
623,-92.017,48.108,37.16,55.66,46.41,,
624,-92.017,48.108,37.16,55.66,46.41,,
625,-92.017,48.108,37.16,55.66,46.41,,
626,-92.017,48.108,37.16,55.66,46.41,,
627,-92.017,48.108,37.16,55.66,46.41,,
628,-92.017,48.108,37.16,55.66,46.41,,
629,-92.017,48.108,37.16,55.66,46.41,,
630,-92.017,48.108,37.16,55.66,46.41,,
631,-92.017,48.108,37.16,55.66,46.41,,
632,-92.017,48.108,37.16,55.66,46.41,,
633,-92.017,48.108,37.16,55.66,46.41,,
634,-92.017,48.108,37.16,55.66,46.41,,
635,-92.017,48.108,37.16,55.66,46.41,,
636,-87.516,44.45,39.73,55.66,47.695,,
637,-93.125,44.271,39.85,55.66,47.755,,
638,-62.917,57.333,30.04,55.66,42.85,,
639,-62.8,57.333,30.04,55.66,42.85,,
640,-63.133,57.283,30.08,55.66,42.87,,
641,-63.167,57.167,30.18,55.66,42.92,,
642,-63.083,57.133,30.21,55.66,42.935,,
643,-62.867,57.267,30.1,55.66,42.88,,
644,-64.533,56.65,30.6,55.66,43.13,,
645,-64.5,56.65,305.98,556.59,431.285,,
646,-64.5,56.583,30.65,55.66,43.155,,
647,-64.183,56.3,30.88,55.66,43.27,,
648,-62.667,57.617,29.81,55.66,42.735,,
649,-64.25,56.367,30.83,55.66,43.245,,
650,-63.95,56.283,30.9,55.66,43.28,,
651,-64.417,56.167,30.99,55.66,43.325,,
652,-63.383,55.4,31.61,55.66,43.635,,
653,-62.033,55.45,31.57,55.66,43.615,,
654,-62.65,55.233,31.74,55.66,43.7,,
655,-62.733,55.2,31.77,55.66,43.715,,
656,-62.733,55.1,31.84,55.66,43.75,,
657,-62.65,55.033,31.9,55.66,43.78,,
658,-63.117,55.05,31.88,55.66,43.77,,
659,-63.2,55.133,31.82,55.66,43.74,,
660,-62.25,55.217,31.75,55.66,43.705,,
661,-62.2,55.1,3184.48,5565.85,4375.165,,
662,-63.25,54.867,32.03,55.66,43.845,,
663,-63.117,54.6,32.24,55.66,43.95,,
664,-63.033,54.883,32.02,55.66,43.84,,
665,-62.733,54.867,32.03,55.66,43.845,,
666,-62.717,54.9,32,55.66,43.83,,
667,-63.033,54.767,32.11,55.66,43.885,,
668,-62.883,54.333,32.45,55.66,44.055,,
669,-62.45,54.883,32.02,55.66,43.84,,
670,-62.35,54.8,320.83,556.59,438.71,,
671,-62.383,54.817,32.07,55.66,43.865,,
672,-61.283,54.567,32.27,55.66,43.965,,
673,-61.2,54.467,32.35,55.66,44.005,,
674,-61.283,54.45,32.36,55.66,44.01,,
675,-61.25,54.417,32.39,55.66,44.025,,
676,-61.117,54.383,32.41,55.66,44.035,,
677,-61.15,54.367,32.43,55.66,44.045,,
678,-61.133,54.3,32.48,55.66,44.07,,
679,-60.883,54.3,32.48,55.66,44.07,,
680,-60.15,54.717,32.15,55.66,43.905,,
681,-60.233,53.717,32.94,55.66,44.3,,
682,-60.317,53.683,32.96,55.66,44.31,,
683,-60.683,53.633,33,55.66,44.33,,
684,-60.75,53.617,33.02,55.66,44.34,,
685,-60.9,53.617,33.02,55.66,44.34,,
686,-60.617,53.6,33.03,55.66,44.345,,
687,-56.283,52.55,33.84,55.66,44.75,,
688,-56.533,52.45,33.92,55.66,44.79,,
689,-56.7,52.867,33.6,55.66,44.63,,
690,-56.383,52.733,33.7,55.66,44.68,,
691,-56.667,52.6,33.81,55.66,44.735,,
692,-56.183,52.6,33.81,55.66,44.735,,
693,-56.667,52.417,33.95,55.66,44.805,,
694,-57.033,52.4,33.96,55.66,44.81,,
695,-57.367,52.5,33.88,55.66,44.77,,
696,-57.817,52.583,33.82,55.66,44.74,,
697,-57.717,52.367,33.99,55.66,44.825,,
698,-57.45,52.133,34.16,55.66,44.91,,
699,-57.55,52.2,341.14,556.59,448.865,,
700,-57.433,52.2,34.11,55.66,44.885,,
701,-57.867,52.083,34.2,55.66,44.93,,
702,-57.833,52.083,34.2,55.66,44.93,,
703,-57.233,51.5,34.65,55.66,45.155,,
704,-56.75,51.583,34.59,55.66,45.125,,
705,-138.383,68.383,20.5,55.66,38.08,,
706,-92.107,48.165,37.12,55.66,46.39,,
707,-74.204,41.239,41.85,55.66,48.755,,
708,-74.038,41.391,41.76,55.66,48.71,,
709,-76.683,44.8,39.49,55.66,47.575,,
710,-81.637,31.081,47.67,55.66,51.665,,
711,-98.158,46.858,38.06,55.66,46.86,,
712,-101.53,48.008,37.24,55.66,46.45,,
713,-98.587,47.074,37.91,55.66,46.785,,
714,-110.482,47.635,37.51,55.66,46.585,,
715,-116.35,51.36,347.55,556.59,452.07,,
716,-116.313,51.343,34.77,55.66,45.215,,
717,-94.883,72.017,17.18,55.66,36.42,,
718,-94.767,72.017,17.18,55.66,36.42,,
719,-95.033,72.483,16.75,55.66,36.205,,
720,-95.067,72.583,16.66,55.66,36.16,,
721,-94.383,72.683,16.57,55.66,36.115,,
722,-93.95,72.833,16.43,55.66,36.045,,
723,-122.042,43.65,40.27,55.66,47.965,,
724,-112.217,36.717,44.62,55.66,50.14,,
725,-107.051,40.024,42.62,55.66,49.14,,
726,-111.667,38.617,43.49,55.66,49.575,,
727,-105.5,37.7,4403.84,5565.85,4984.845,,
728,-111.7,37.95,438.89,556.59,497.74,,
729,-85.217,73.035,16.24,55.66,35.95,,
730,-144.75,64,243.99,556.59,400.29,,
731,-144.65,63.711,24.65,55.66,40.155,,
732,-68.733,45.042,39.33,55.66,47.495,,
733,-131.76,52.93,335.5,556.59,446.045,,
734,-105.45,43.5,403.73,556.59,480.16,,
735,-108.25,33.867,46.22,55.66,50.94,,
736,-108.25,33.867,46.22,55.66,50.94,,
737,-108.3,33.7,4630.54,5565.85,5098.195,,
738,-92.183,48.183,37.11,55.66,46.385,,
739,-119.625,37.725,44.02,55.66,49.84,,
740,-91.995,47.924,37.3,55.66,46.48,,
741,-162.2,63.5,2483.47,5565.85,4024.66,,
742,-146.908,64.444,24.01,55.66,39.835,,
743,-146.063,63.029,25.24,55.66,40.45,,
744,-131.9067,52.72,3.37,5.57,4.47,,
745,-132.408,53.267,33.29,55.66,44.475,,
746,-89.58,39.72,428.11,556.59,492.35,,
747,-88.93,40.65,422.28,556.59,489.435,,
748,-87.65,40.17,425.31,556.59,490.95,,
749,-88.92,39.83,427.43,556.59,492.01,,
750,-88.43,39.42,429.97,556.59,493.28,,
751,-89,38.57,435.16,556.59,495.875,,
752,-89.12,37.75,440.09,556.59,498.34,,
753,-89.97,39.22,431.2,556.59,493.895,,
754,-90.22,39.95,426.68,556.59,491.635,,
755,-90.22,39.67,428.42,556.59,492.505,,
756,-90.17,40.55,422.92,556.59,489.755,,
757,-89.83,37.28,442.87,556.59,499.73,,
758,-90.3,36.92,444.98,556.59,500.785,,
759,-92.28,36.58,446.95,556.59,501.77,,
760,-93.3,37.3,4427.49,5565.85,4996.67,,
761,-93.33,37.88,439.31,556.59,497.95,,
762,-92.63,38.22,437.28,556.59,496.935,,
763,-87.67,37.92,439.07,556.59,497.83,,
764,-88.85,37.67,440.56,556.59,498.575,,
765,-85.73,37.55,441.27,556.59,498.93,,
766,-85.72,37.22,443.22,556.59,499.905,,
767,-85.95,37.15,443.63,556.59,500.11,,
768,-86.1,37.15,443.63,556.59,500.11,,
769,-86.83,36.78,445.79,556.59,501.19,,
770,-87.22,37.32,442.63,556.59,499.61,,
771,-87.47,37.35,442.45,556.59,499.52,,
772,-87.53,37.8,439.79,556.59,498.19,,
773,-87.58,37.6,440.98,556.59,498.785,,
774,-109.425,34,46.14,55.66,50.9,,
775,-110.833,34.333,45.96,55.66,50.81,,
776,-149.75,65.867,22.76,55.66,39.21,,
777,-149.75,65.867,22.76,55.66,39.21,,
778,-149.75,65.867,22.76,55.66,39.21,,
779,-149.833,65.883,22.74,55.66,39.2,,
780,-149.917,65.917,22.71,55.66,39.185,,
781,-149.917,65.917,22.71,55.66,39.185,,
782,-149.917,65.917,22.71,55.66,39.185,,
783,-150,65.983,22.65,55.66,39.155,,
784,-150.583,66.417,22.27,55.66,38.965,,
785,-150.617,66.442,22.25,55.66,38.955,,
786,-150.667,66.45,22.24,55.66,38.95,,
787,-150.667,66.45,22.24,55.66,38.95,,
788,-150.667,66.45,22.24,55.66,38.95,,
789,-150.7,66.467,22.22,55.66,38.94,,
790,-150.783,66.517,22.18,55.66,38.92,,
791,-150.783,66.517,22.18,55.66,38.92,,
792,-150.783,66.517,22.18,55.66,38.92,,
793,-150.8,66.55,221.49,556.59,389.04,,
794,-150.75,66.583,22.12,55.66,38.89,,
795,-150.75,66.583,22.12,55.66,38.89,,
796,-150.75,66.583,22.12,55.66,38.89,,
797,-150.7,66.617,22.09,55.66,38.875,,
798,-150.667,66.633,22.08,55.66,38.87,,
799,-150.667,66.633,22.08,55.66,38.87,,
800,-150.667,66.633,22.08,55.66,38.87,,
801,-150.7,66.75,219.71,556.59,388.15,,
802,-150.7,66.75,219.71,556.59,388.15,,
803,-150.7,66.767,21.96,55.66,38.81,,
804,-150.717,66.8,21.93,55.66,38.795,,
805,-150.717,66.8,21.93,55.66,38.795,,
806,-150.717,66.8,21.93,55.66,38.795,,
807,-150.5,66.9,2183.69,5565.85,3874.77,,
808,-150.5,66.9,2183.69,5565.85,3874.77,,
809,-150.5,66.9,2183.69,5565.85,3874.77,,
810,-150.417,66.95,21.79,55.66,38.725,,
811,-150.417,66.95,21.79,55.66,38.725,,
812,-150.417,66.95,21.79,55.66,38.725,,
813,-150.333,67.017,21.73,55.66,38.695,,
814,-150.333,67.017,21.73,55.66,38.695,,
815,-150.333,67.017,21.73,55.66,38.695,,
816,-150.367,67.067,21.69,55.66,38.675,,
817,-150.367,67.067,21.69,55.66,38.675,,
818,-150.367,67.067,21.69,55.66,38.675,,
819,-150.333,67.017,21.73,55.66,38.695,,
820,-150.333,67.017,21.73,55.66,38.695,,
821,-150.333,67.017,21.73,55.66,38.695,,
822,-150.167,67.267,21.51,55.66,38.585,,
823,-150.167,67.267,21.51,55.66,38.585,,
824,-150.083,67.45,21.34,55.66,38.5,,
825,-150.083,67.45,21.34,55.66,38.5,,
826,-150.083,67.45,21.34,55.66,38.5,,
827,-149.433,67.467,21.33,55.66,38.495,,
828,-149.433,67.467,21.33,55.66,38.495,,
829,-149.433,67.467,21.33,55.66,38.495,,
830,-149.367,67.483,21.31,55.66,38.485,,
831,-149.367,67.483,21.31,55.66,38.485,,
832,-149.833,67.533,21.27,55.66,38.465,,
833,-149.833,67.533,21.27,55.66,38.465,,
834,-149.833,67.533,21.27,55.66,38.465,,
835,-149.733,67.551,21.25,55.66,38.455,,
836,-149.733,67.551,21.25,55.66,38.455,,
837,-149.783,67.6,21.21,55.66,38.435,,
838,-149.783,67.6,21.21,55.66,38.435,,
839,-149.75,67.617,21.19,55.66,38.425,,
840,-149.75,67.617,21.19,55.66,38.425,,
841,-149.75,67.617,21.19,55.66,38.425,,
842,-149.733,67.067,21.69,55.66,38.675,,
843,-149.733,67.067,21.69,55.66,38.675,,
844,-149.733,67.067,21.69,55.66,38.675,,
845,-149.25,67.717,21.1,55.66,38.38,,
846,-149.25,67.717,21.1,55.66,38.38,,
847,-149.25,67.717,21.1,55.66,38.38,,
848,-128.083,64.65,23.83,55.66,39.745,,
849,-127.617,64.167,24.25,55.66,39.955,,
850,-127.483,65.017,23.51,55.66,39.585,,
851,-80.367,43.233,40.55,55.66,48.105,,
852,-149.283,67.767,21.06,55.66,38.36,,
853,-149.283,67.767,21.06,55.66,38.36,,
854,-149.833,67.8,21.03,55.66,38.345,,
855,-149.833,67.8,21.03,55.66,38.345,,
856,-149.833,67.8,21.03,55.66,38.345,,
857,-149.833,67.917,20.92,55.66,38.29,,
858,-149.833,67.917,20.92,55.66,38.29,,
859,-149.833,67.917,20.92,55.66,38.29,,
860,-149.833,67.933,20.91,55.66,38.285,,
861,-149.833,67.933,20.91,55.66,38.285,,
862,-149.833,67.933,20.91,55.66,38.285,,
863,-149.8,67.95,208.95,556.59,382.77,,
864,-149.8,67.95,208.95,556.59,382.77,,
865,-149.8,67.95,208.95,556.59,382.77,,
866,-149.617,67.983,20.87,55.66,38.265,,
867,-149.617,67.983,20.87,55.66,38.265,,
868,-149.617,67.983,20.87,55.66,38.265,,
869,-149.75,68,208.5,556.59,382.545,,
870,-149.75,68,208.5,556.59,382.545,,
871,-149.75,68,208.5,556.59,382.545,,
872,-149.733,68.017,20.83,55.66,38.245,,
873,-149.733,68.017,20.83,55.66,38.245,,
874,-149.733,68.017,20.83,55.66,38.245,,
875,-149.583,68.083,20.78,55.66,38.22,,
876,-149.583,68.083,20.78,55.66,38.22,,
877,-149.55,68.1,207.6,556.59,382.095,,
878,-149.55,68.1,207.6,556.59,382.095,,
879,-149.333,68.35,20.53,55.66,38.095,,
880,-149.333,68.367,20.52,55.66,38.09,,
881,-149.333,68.383,20.5,55.66,38.08,,
882,-149.333,68.383,20.5,55.66,38.08,,
883,-149.333,68.383,20.5,55.66,38.08,,
884,-149.383,68.417,20.47,55.66,38.065,,
885,-149.383,68.417,20.47,55.66,38.065,,
886,-149.333,68.433,20.46,55.66,38.06,,
887,-149.467,68.45,20.44,55.66,38.05,,
888,-149.467,68.45,20.44,55.66,38.05,,
889,-149.517,68.475,20.42,55.66,38.04,,
890,-149.517,68.475,20.42,55.66,38.04,,
891,-149.533,68.558,20.35,55.66,38.005,,
892,-149.533,68.558,20.35,55.66,38.005,,
893,-149.6,68.633,20.28,55.66,37.97,,
894,-149.6,68.633,20.28,55.66,37.97,,
895,-149.6,68.633,20.28,55.66,37.97,,
896,-149.5,68.633,20.28,55.66,37.97,,
897,-149.417,68.633,20.28,55.66,37.97,,
898,-149.417,68.633,20.28,55.66,37.97,,
899,-149.333,68.65,20.26,55.66,37.96,,
900,-149.333,68.65,20.26,55.66,37.96,,
901,-149.167,68.067,20.79,55.66,38.225,,
902,-149.167,68.067,20.79,55.66,38.225,,
903,-149.067,68.7,20.22,55.66,37.94,,
904,-149.067,68.7,20.22,55.66,37.94,,
905,-149.983,68.717,20.2,55.66,37.93,,
906,-149.983,68.717,20.2,55.66,37.93,,
907,-149.867,68.817,20.11,55.66,37.885,,
908,-149.867,68.817,20.11,55.66,37.885,,
909,-149.883,68.892,20.04,55.66,37.85,,
910,-149.867,68.967,19.98,55.66,37.82,,
911,-149.867,68.967,19.98,55.66,37.82,,
912,-149.867,68.967,19.98,55.66,37.82,,
913,-149.867,69.025,19.92,55.66,37.79,,
914,-148.017,69.05,19.9,55.66,37.78,,
915,-148.017,69.05,19.9,55.66,37.78,,
916,-148.9,69.149,19.81,55.66,37.735,,
917,-148.9,69.149,19.81,55.66,37.735,,
918,-148.842,69.183,19.78,55.66,37.72,,
919,-148.667,70.017,19.02,55.66,37.34,,
920,-148.583,70.058,18.98,55.66,37.32,,
921,-148.583,70.058,18.98,55.66,37.32,,
922,-148.5,70.092,18.95,55.66,37.305,,
923,-148.45,70.133,18.91,55.66,37.285,,
924,-148.45,70.133,18.91,55.66,37.285,,
925,-148.45,70.183,18.87,55.66,37.265,,
926,-148.367,70.225,18.83,55.66,37.245,,
927,-148.367,70.225,18.83,55.66,37.245,,
928,-148.367,70.225,18.83,55.66,37.245,,
929,-148.917,70.35,18.72,55.66,37.19,,
930,-148.917,70.35,18.72,55.66,37.19,,
931,-148.583,70.383,18.69,55.66,37.175,,
932,-87.072,41.65,41.59,55.66,48.625,,
933,-144.658,63.94,24.45,55.66,40.055,,
934,-133.467,68.267,20.61,55.66,38.135,,
935,-132.017,67.65,21.16,55.66,38.41,,
936,-133.45,69.05,199.01,556.59,377.8,,
937,-135.933,65.95,22.68,55.66,39.17,,
938,-96.33,38.28,436.92,556.59,496.755,,
939,-99.15,37.12,443.81,556.59,500.2,,
940,-100.5,37.25,443.04,556.59,499.815,,
941,-99.33,38.95,432.85,556.59,494.72,,
942,-97.42,42.77,408.58,556.59,482.585,,
943,-97.37,43.08,406.53,556.59,481.56,,
944,-96.17,43.75,402.06,556.59,479.325,,
945,-91.95,43.52,403.6,556.59,480.095,,
946,-101.38,38.05,438.3,556.59,497.445,,
947,-93.75,40.98,420.19,556.59,488.39,,
948,-94.07,40.12,425.62,556.59,491.105,,
949,-95.513,39.53,42.93,55.66,49.295,,
950,-101.42,43,407.06,556.59,481.825,,
951,-101.42,43,407.06,556.59,481.825,,
952,-102,42.83,408.19,556.59,482.39,,
953,-102.33,42.75,408.71,556.59,482.65,,
954,-103.83,42.75,408.71,556.59,482.65,,
955,-104.33,42.75,408.71,556.59,482.65,,
956,-105.383,51.311,34.79,55.66,45.225,,
957,-108.883,52.842,33.62,55.66,44.64,,
958,-105.563,52.696,33.73,55.66,44.695,,
959,-105.217,52.717,33.72,55.66,44.69,,
960,-108.367,53.583,33.04,55.66,44.35,,
961,-108.367,53.583,33.04,55.66,44.35,,
962,-108.367,53.6,33.03,55.66,44.345,,
963,-108.483,53.783,32.89,55.66,44.275,,
964,-105.808,53.346,33.23,55.66,44.445,,
965,-105.767,53.49,33.11,55.66,44.385,,
966,-105.256,53.479,33.12,55.66,44.39,,
967,-105.867,53.558,33.06,55.66,44.36,,
968,-105.933,53.567,33.05,55.66,44.355,,
969,-106.067,53.833,32.85,55.66,44.255,,
970,-106,53.933,32.77,55.66,44.215,,
971,-105.8,54.017,32.7,55.66,44.18,,
972,-105.817,54.033,32.69,55.66,44.175,,
973,-105.717,54.05,32.68,55.66,44.17,,
974,-105.7,54.067,32.66,55.66,44.16,,
975,-105.517,54.283,32.49,55.66,44.075,,
976,-105.2,54.433,32.37,55.66,44.015,,
977,-105.55,54.55,322.82,556.59,439.705,,
978,-105.533,54.575,32.26,55.66,43.96,,
979,-105.433,54.733,32.14,55.66,43.9,,
980,-105.267,55.25,31.73,55.66,43.695,,
981,-105.683,57.8,29.66,55.66,42.66,,
982,-105.683,57.8,29.66,55.66,42.66,,
983,-105.75,59.5,282.49,556.59,419.54,,
984,-105.75,59.5,282.49,556.59,419.54,,
985,-105.383,60.2,27.66,55.66,41.66,,
986,-104.883,61.1,26.9,55.66,41.28,,
987,-111.12,48.92,365.74,556.59,461.165,,
988,-73.53,42.7,409.04,556.59,482.815,,
989,-73.88,42.28,411.8,556.59,484.195,,
990,-73.68,42.47,410.55,556.59,483.57,,
991,-73.58,42.53,410.16,556.59,483.375,,
992,-73.283,41.817,41.48,55.66,48.57,,
993,-73.43,42.65,409.37,556.59,482.98,,
994,-73.52,42.53,410.16,556.59,483.375,,
995,-74.05,42.65,409.37,556.59,482.98,,
996,-73.6,42.633,40.95,55.66,48.305,,
997,-94.188,51.079,34.97,55.66,45.315,,
998,-91.55,51.117,34.94,55.66,45.3,,
999,-93.717,51.433,34.7,55.66,45.18,,
1000,-96.17,64.33,241.11,556.59,398.85,,
1001,-97,64,6099.77,13914.64,10007.205,,
1002,-98,63.83,245.47,556.59,401.03,,
1003,-99,63.75,246.17,556.59,401.38,,
1004,-93.75,62.75,254.85,556.59,405.72,,
1005,-100,63,6317.11,13914.64,10115.875,,
1006,-94.92,61.83,262.76,556.59,409.675,,
1007,-97,62.33,258.47,556.59,407.53,,
1008,-96.6,61.83,262.76,556.59,409.675,,
1009,-96,61.2,2681.37,5565.85,4123.61,,
1010,-95.33,59.83,279.72,556.59,418.155,,
1011,-96,59.92,278.97,556.59,417.78,,
1012,-95.92,59.75,280.39,556.59,418.49,,
1013,-97,61,6745.95,13914.64,10330.295,,
1014,-97.83,60.05,277.87,556.59,417.23,,
1015,-100.67,60.83,271.28,556.59,413.935,,
1016,-98.83,60.33,275.51,556.59,416.05,,
1017,-94,58.67,289.41,556.59,423,,
1018,-94,58.67,289.41,556.59,423,,
1019,-97.17,59.33,283.91,556.59,420.25,,
1020,-98,59.17,285.25,556.59,420.92,,
1021,-96.42,59.25,284.58,556.59,420.585,,
1022,-98.92,59.17,285.25,556.59,420.92,,
1023,-96.17,58.33,292.22,556.59,424.405,,
1024,-97.17,58.25,292.88,556.59,424.735,,
1025,-98.17,58.17,293.54,556.59,425.065,,
1026,-99.17,58.42,291.48,556.59,424.035,,
1027,-99.83,59.08,286,556.59,421.295,,
1028,-101.17,59.58,281.82,556.59,419.205,,
1029,-101.43,59.11,285.75,556.59,421.17,,
1030,-100,58.75,288.74,556.59,422.665,,
1031,-100.3,58.87,287.74,556.59,422.165,,
1032,-96.67,55,319.24,556.59,437.915,,
1033,-105.67,55.75,313.25,556.59,434.92,,
1034,-105.67,55.75,313.25,556.59,434.92,,
1035,-105.67,55.75,313.25,556.59,434.92,,
1036,-105.67,55.75,313.25,556.59,434.92,,
1037,-105,55.75,313.25,556.59,434.92,,
1038,-105,55.75,313.25,556.59,434.92,,
1039,-105,55.75,313.25,556.59,434.92,,
1040,-105,55.75,313.25,556.59,434.92,,
1041,-102,55,7981.11,13914.64,10947.875,,
1042,-102,55,7981.11,13914.64,10947.875,,
1043,-102,55,7981.11,13914.64,10947.875,,
1044,-102,55,7981.11,13914.64,10947.875,,
1045,-102,55,7981.11,13914.64,10947.875,,
1046,-102,55,7981.11,13914.64,10947.875,,
1047,-95.08,51.25,348.38,556.59,452.485,,
1048,-95.08,51.25,348.38,556.59,452.485,,
1049,-95.08,51.25,348.38,556.59,452.485,,
1050,-95.08,51.25,348.38,556.59,452.485,,
1051,-95.17,50.83,351.55,556.59,454.07,,
1052,-95.17,50.83,351.55,556.59,454.07,,
1053,-95.17,50.83,351.55,556.59,454.07,,
1054,-102.67,53.75,329.11,556.59,442.85,,
1055,-102.67,53.75,329.11,556.59,442.85,,
1056,-102.67,53.75,329.11,556.59,442.85,,
1057,-102.67,53.75,329.11,556.59,442.85,,
1058,-102.67,53.75,329.11,556.59,442.85,,
1059,-104.83,54.33,324.55,556.59,440.57,,
1060,-104.83,54.33,324.55,556.59,440.57,,
1061,-108.17,53.55,330.68,556.59,443.635,,
1062,-101.08,51.83,343.97,556.59,450.28,,
1063,-101.08,51.83,343.97,556.59,450.28,,
1064,-99.87,50.68,352.68,556.59,454.635,,
1065,-100.05,50.88,351.18,556.59,453.885,,
1066,-99.65,50.717,35.24,55.66,45.45,,
1067,-99.65,50.717,35.24,55.66,45.45,,
1068,-99.95,50.73,352.31,556.59,454.45,,
1069,-96.38,49.43,361.99,556.59,459.29,,
1070,-103.59,50.65,352.91,556.59,454.75,,
1071,-101,50.42,354.63,556.59,455.61,,
1072,-100.75,49.67,360.22,556.59,458.405,,
1073,-99.93,49.72,359.85,556.59,458.22,,
1074,-99.68,49.52,361.33,556.59,458.96,,
1075,-99.28,49.4,362.21,556.59,459.4,,
1076,-97.63,50.48,354.18,556.59,455.385,,
1077,-102.19,49.96,358.06,556.59,457.325,,
1078,-100.05,49.02,365.01,556.59,460.8,,
1079,-100.07,49.07,364.64,556.59,460.615,,
1080,-100.15,49.07,364.64,556.59,460.615,,
1081,-96,57.17,301.75,556.59,429.17,,
1082,-97.83,57.25,301.1,556.59,428.845,,
1083,-96.92,56.67,305.82,556.59,431.205,,
1084,-97,56.33,308.58,556.59,432.585,,
1085,-98,56,7780.97,13914.64,10847.805,,
1086,-97.8,55,3192.44,5565.85,4379.145,,
1087,-96,55,7981.11,13914.64,10947.875,,
1088,-96.33,54.83,320.6,556.59,438.595,,
1089,-95,54.83,320.6,556.59,438.595,,
1090,-94.33,54.67,321.86,556.59,439.225,,
1091,-98.33,55,319.24,556.59,437.915,,
1092,-96.33,54.33,324.55,556.59,440.57,,
1093,-96.33,54.17,325.82,556.59,441.205,,
1094,-95.9,54.33,324.55,556.59,440.57,,
1095,-98.33,55.92,311.88,556.59,434.235,,
1096,-98.83,56,311.24,556.59,433.915,,
1097,-100.25,56.75,305.17,556.59,430.88,,
1098,-100.64,56.98,303.3,556.59,429.945,,
1099,-101.37,56.86,304.28,556.59,430.435,,
1100,-71.317,44.267,39.86,55.66,47.76,,
1101,-89.53,36.9,445.09,556.59,500.84,,
1102,-88.63,35.8,451.43,556.59,504.01,,
1103,-87.98,36.02,450.17,556.59,503.38,,
1104,-83.42,36.02,450.17,556.59,503.38,,
1105,-81.92,34.63,457.98,556.59,507.285,,
1106,-82.82,34.53,458.53,556.59,507.56,,
1107,-83.23,34.39,459.3,556.59,507.945,,
1108,-84.22,33.9,461.97,556.59,509.28,,
1109,-86.12,34.1,460.89,556.59,508.74,,
1110,-87.35,33.17,465.89,556.59,511.24,,
